Code_function;Definition_function
1.14.13.3;4-hydroxyphenylacetate 3-monooxygenase. Now EC 1.14.14.9, 4-hydroxyphenylacetate 3-monooxygenase. [EC 1.14.13.3]
1.14.13.4;melilotate 3-monooxygenase [EC 1.14.13.4]
1.14.13.5;imidazoleacetate 4-monooxygenase [EC 1.14.13.5]
1.14.13.6;orcinol 2-monooxygenase [EC 1.14.13.6]
1.14.13.7;phenol 2-monooxygenase (NADPH) [EC 1.14.13.7]
1.14.13.8;flavin-containing monooxygenase [EC 1.14.13.8]
1.14.13.9;kynurenine 3-monooxygenase [EC 1.14.13.9]
1.14.13.10;2,6-dihydroxypyridine 3-monooxygenase [EC 1.14.13.10]
1.14.13.11;trans-cinnamate 4-monooxygenase. Now EC 1.14.14.91, trans-cinnamate 4-monooxygenase [EC 1.14.13.11]
1.14.13.12;benzoate 4-monooxygenase. Now EC 1.14.14.92, benzoate 4-monooxygenase [EC 1.14.13.12]
1.14.13.13;calcidiol 1-monooxygenase. Now classified as EC 1.14.15.18, calcidiol 1-monooxygenase [EC 1.14.13.13]
1.14.13.14;trans-cinnamate 2-monooxygenase [EC 1.14.13.14]
1.14.13.15;cholestanetriol 26-monooxygenase. Now EC 1.14.15.15, cholestanetriol 26-monooxygenase. [EC 1.14.13.15]
1.14.13.16;cyclopentanone monooxygenase [EC 1.14.13.16]
1.14.13.17;cholesterol 7α-monooxygenase. Now EC 1.14.14.23, cholesterol 7α-monooxygenase [EC 1.14.13.17]
1.14.13.18;4-hydroxyphenylacetate 1-monooxygenase [EC 1.14.13.18]
1.14.13.19;taxifolin 8-monooxygenase [EC 1.14.13.19]
1.14.13.20;2,4-dichlorophenol 6-monooxygenase [EC 1.14.13.20]
1.14.13.21;flavonoid 3′-monooxygenase. Now EC 1.14.14.82, flavonoid 3′-monooxygenase. [EC 1.14.13.21]
1.14.13.22;cyclohexanone monooxygenase [EC 1.14.13.22]
1.14.13.23;3-hydroxybenzoate 4-monooxygenase [EC 1.14.13.23]
1.14.13.24;3-hydroxybenzoate 6-monooxygenase [EC 1.14.13.24]
1.14.13.25;methane monooxygenase (soluble) [EC 1.14.13.25]
1.14.13.26;phosphatidylcholine 12-monooxygenase. Now classified as EC 1.14.18.4, phosphatidylcholine 12-monooxygenase. [EC 1.14.13.26]
1.14.13.27;4-aminobenzoate 1-monooxygenase [EC 1.14.13.27]
1.14.13.28;3,9-dihydroxypterocarpan 6a-monooxygenase. Now EC 1.14.14.93, 3,9-dihydroxypterocarpan 6a-monooxygenase [EC 1.14.13.28]
1.14.13.29;4-nitrophenol 2-monooxygenase [EC 1.14.13.29]
1.14.13.30;leukotriene-B4 20-monooxygenase. Now EC 1.14.14.94, leukotriene-B4 20-monooxygenase [EC 1.14.13.30]
1.14.13.31;2-nitrophenol 2-monooxygenase [EC 1.14.13.31]
1.14.13.32;albendazole monooxygenase [EC 1.14.13.32]
1.14.13.33;4-hydroxybenzoate 3-monooxygenase [NAD(P)H] [EC 1.14.13.33]
1.14.13.34;leukotriene-E4 20-monooxygenase [EC 1.14.13.34]
1.14.13.35;anthranilate 3-monooxygenase (deaminating) [EC 1.14.13.35]
1.14.13.36;5-O-(4-coumaroyl)-D-quinate 3′-monooxygenase. Now EC 1.14.14.96, 5-O-(4-coumaroyl)-D-quinate 3′-monooxygenase [EC 1.14.13.36]
1.14.13.37;methyltetrahydroprotoberberine 14-monooxygenase. Now EC 1.14.14.97, methyltetrahydroprotoberberine 14-monooxygenase [EC 1.14.13.37]
1.14.13.38;anhydrotetracycline 6-monooxygenase [EC 1.14.13.38]
1.14.13.39;nitric-oxide synthase (NADPH) [EC 1.14.13.39]
1.14.13.40;anthraniloyl-CoA monooxygenase [EC 1.14.13.40]
1.14.13.41;tyrosine N-monooxygenase. Now EC 1.14.14.36, tyrosine N-monooxygenase [EC 1.14.13.41]
1.14.13.42;hydroxyphenylacetonitrile 2-monooxygenase. The activity is covered by EC 1.14.13.68, 4-hydroxyphenylacetaldehyde oxime monooxygenase, that performs the two consecutive reactions in the conversion of (Z)-4-hydroxyphenylacetaldehyde oxime to (S)-4-hydroxymandelonitrile [EC 1.14.13.42]
1.14.13.43;questin monooxygenase [EC 1.14.13.43]
1.14.13.44;2-hydroxybiphenyl 3-monooxygenase [EC 1.14.13.44]
1.14.13.45;CMP-N-acetylneuraminate monooxygenase. Now EC 1.14.18.2, CMP-N-acetylneuraminate monooxygenase [EC 1.14.13.45]
1.14.13.46;(-)-menthol monooxygenase [EC 1.14.13.46]
1.14.13.47;(S)-limonene 3-monooxygenase. Now EC 1.14.14.99, (S)-limonene 3-monooxygenase [EC 1.14.13.47]
1.14.13.48;(S)-limonene 6-monooxygenase. Now classified as EC 1.14.14.51, (S)-limonene 6-monooxygenase [EC 1.14.13.48]
1.14.13.49;(S)-limonene 7-monooxygenase. Now classified as EC 1.14.14.52, (S)-limonene 7-monooxygenase [EC 1.14.13.49]
1.14.13.50;pentachlorophenol monooxygenase [EC 1.14.13.50]
1.14.13.51;6-oxocineole dehydrogenase [EC 1.14.13.51]
1.14.13.52;isoflavone 3′-hydroxylase. Now EC 1.14.14.88, isoflavone 3′-hydroxylase [EC 1.14.13.52]
1.14.13.53;4′-methoxyisoflavone 2′-hydroxylase. Now EC 1.14.14.89, 4′-methoxyisoflavone 2′-hydroxylase [EC 1.14.13.53]
1.14.13.54;ketosteroid monooxygenase [EC 1.14.13.54]
1.14.13.55;protopine 6-monooxygenase. Now EC 1.14.14.98, protopine 6-monooxygenase [EC 1.14.13.55]
1.14.13.56;dihydrosanguinarine 10-monooxygenase. Now EC 1.14.14.100, dihydrosanguinarine 10-monooxygenase [EC 1.14.13.56]
1.14.13.57;dihydrochelirubine 12-monooxygenase. Now EC 1.14.14.101, dihydrochelirubine 12-monooxygenase [EC 1.14.13.57]
1.14.13.58;benzoyl-CoA 3-monooxygenase [EC 1.14.13.58]
1.14.13.59;L-lysine N6-monooxygenase (NADPH) [EC 1.14.13.59]
1.14.13.60;27-hydroxycholesterol 7α-monooxygenase. Now included with EC 1.14.13.100, 25-hydroxycholesterol 7α-hydroxylase [EC 1.14.13.60]
1.14.13.61;2-hydroxyquinoline 8-monooxygenase [EC 1.14.13.61]
1.14.13.62;4-hydroxyquinoline 3-monooxygenase [EC 1.14.13.62]
1.14.13.63;3-hydroxyphenylacetate 6-hydroxylase [EC 1.14.13.63]
1.14.13.64;4-hydroxybenzoate 1-hydroxylase [EC 1.14.13.64]
1.14.13.65; 2-hydroxyquinoline 8-monooxygenase [EC 1.14.13.65]
1.14.13.66;2-hydroxycyclohexanone 2-monooxygenase [EC 1.14.13.66]
1.14.13.67;quinine 3-monooxygenase. Now EC 1.14.14.55, quinine 3-monooxygenase [EC 1.14.13.67]
1.14.13.68;4-hydroxyphenylacetaldehyde oxime monooxygenase. Now EC 1.14.14.37, 4-hydroxyphenylacetaldehyde oxime monooxygenase [EC 1.14.13.68]
1.14.13.69;alkene monooxygenase [EC 1.14.13.69]
1.14.13.70;sterol 14α-demethylase. Now EC 1.14.14.154, sterol 14α-demethylase [EC 1.14.13.70]
1.14.13.71;N-methylcoclaurine 3′-monooxygenase. Now EC 1.14.14.102, N-methylcoclaurine 3′-monooxygenase [EC 1.14.13.71]
1.14.13.72;methylsterol monooxygenase. Now classified as EC 1.14.18.9, methylsterol monooxygenase [EC 1.14.13.72]
1.14.13.73;tabersonine 16-hydroxylase. Now EC 1.14.14.103, tabersonine 16-hydroxylase [EC 1.14.13.73]
1.14.13.74;7-deoxyloganin 7-hydroxylase. Now EC 1.14.14.85, 7-deoxyloganin 7-hydroxylase [EC 1.14.13.74]
1.14.13.75;vinorine hydroxylase. Now EC 1.14.14.104, vinorine hydroxylase [EC 1.14.13.75]
1.14.13.76;taxane 10β-hydroxylase. Now EC 1.14.14.105, taxane 10β-hydroxylase [EC 1.14.13.76]
1.14.13.77;taxane 13α-hydroxylase. Now EC 1.14.14.106, taxane 13α-hydroxylase [EC 1.14.13.77]
1.14.13.78;ent-kaurene oxidase. Now EC 1.14.14.86, ent-kaurene monooxygenase [EC 1.14.13.78]
1.14.13.79;ent-kaurenoic acid oxidase. Now EC 1.14.14.107, ent-kaurenoic acid oxidase [EC 1.14.13.79]
1.14.13.80;(R)-limonene 6-monooxygenase. Now classified as EC 1.14.14.53, (R)-limonene 6-monooxygenase [EC 1.14.13.80]
1.14.13.81;magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase [EC 1.14.13.81]
1.14.13.82;vanillate monooxygenase [EC 1.14.13.82]
1.14.13.83;precorrin-3B synthase [EC 1.14.13.83]
1.14.13.84;4-hydroxyacetophenone monooxygenase [EC 1.14.13.84]
1.14.13.85;glyceollin synthase. Now EC 1.14.14.135, glyceollin synthase [EC 1.14.13.85]
1.14.13.86;2-hydroxyisoflavanone synthase. This enzyme was classified on the basis of an incorrect reaction. The activity is covered by EC 1.14.14.87, 2-hydroxyisoflavanone synthase [EC 1.14.13.86]
1.14.13.87;licodione synthase. Now EC 1.14.14.140, licodione synthase [EC 1.14.13.87]
1.14.13.88;flavanoid 3,5-hydroxylase. Now EC 1.14.14.81, flavanoid 3,5-hydroxylase [EC 1.14.13.88]
1.14.13.89;isoflavone 2-hydroxylase. Now EC 1.14.14.90, isoflavone 2-hydroxylase [EC 1.14.13.89]
1.14.13.90;zeaxanthin epoxidase. Now EC 1.14.15.21, zeaxanthin epoxidase [EC 1.14.13.90]
1.14.13.91;deoxysarpagine hydroxylase. Now EC 1.14.14.136, deoxysarpagine hydroxylase [EC 1.14.13.91]
1.14.13.92;phenylacetone monooxygenase [EC 1.14.13.92]
1.14.13.93;(+)-abscisic acid 8-hydroxylase. Now EC 1.14.14.137, (+)-abscisic acid 8-hydroxylase [EC 1.14.13.93]
1.14.13.94;lithocholate 6β-hydroxylase. Now EC 1.14.14.138, lithocholate 6β-hydroxylase [EC 1.14.13.94]
1.14.13.95;7α-hydroxycholest-4-en-3-one 12α-hydroxylase. Now included with EC 1.14.14.139, 5β-cholestane-3α,7α-diol 12α-hydroxylase [EC 1.14.13.95]
1.14.13.96;5β-cholestane-3α,7α-diol 12α-hydroxylase. Now EC 1.14.14.139, 5β-cholestane-3α,7α-diol 12α-hydroxylase [EC 1.14.13.96]
1.14.13.97;taurochenodeoxycholate 6α-hydroxylase. Now EC 1.14.14.57, taurochenodeoxycholate 6α-hydroxylase [EC 1.14.13.97]
1.14.13.98;cholesterol 24-hydroxylase. Now EC 1.14.14.25, cholesterol 24-hydroxylase [EC 1.14.13.98]
1.14.13.99;24-hydroxycholesterol 7α-hydroxylase. Now EC 1.14.14.26, 24-hydroxycholesterol 7α-hydroxylase [EC 1.14.13.99]
1.14.13.100;25/26-hydroxycholesterol 7α-hydroxylase. Now classified as EC 1.14.14.29, 25/26-hydroxycholesterol 7α-hydroxylase [EC 1.14.13.100]
1.14.13.101;senecionine N-oxygenase [EC 1.14.13.101]
1.14.13.102;psoralen synthase. Now EC 1.14.14.141, psoralen synthase [EC 1.14.13.102]
1.14.13.103;8-dimethylallylnaringenin 2-hydroxylase. Now EC 1.14.14.142, 8-dimethylallylnaringenin 2-hydroxylase [EC 1.14.13.103]
1.14.13.104;(+)-menthofuran synthase. Now EC 1.14.14.143, (+)-menthofuran synthase [EC 1.14.13.104]
1.14.13.105;monocyclic monoterpene ketone monooxygenase [EC 1.14.13.105]
1.14.13.106;epi-isozizaene 5-monooxygenase, now classified as EC 1.14.15.39, epi-isozizaene 5-monooxygenase. [EC 1.14.13.106]
1.14.13.107;limonene 1,2-monooxygenase [EC 1.14.13.107]
1.14.13.108;abieta-7,13-diene hydroxylase. Now EC 1.14.14.144, abieta-7,13-diene hydroxylase [EC 1.14.13.108]
1.14.13.109;abieta-7,13-dien-18-ol hydroxylase. Now EC 1.14.14.145, abieta-7,13-dien-18-ol hydroxylase [EC 1.14.13.109]
1.14.13.110;geranylgeraniol 18-hydroxylase. Now EC 1.14.14.146, geranylgeraniol 18-hydroxylase [EC 1.14.13.110]
1.14.13.111;methanesulfonate monooxygenase (NADH) [EC 1.14.13.111]
1.14.13.112;3-epi-6-deoxocathasterone 23-monooxygenase. Now EC 1.14.14.147, 3-epi-6-deoxocathasterone 23-monooxygenase [EC 1.14.13.112]
1.14.13.113;FAD-dependent urate hydroxylase [EC 1.14.13.113]
1.14.13.114;6-hydroxynicotinate 3-monooxygenase [EC 1.14.13.114]
1.14.13.115;angelicin synthase. Now EC 1.14.14.148, angelicin synthase [EC 1.14.13.115]
1.14.13.116;geranylhydroquinone 3-hydroxylase. Now EC 1.14.14.174, geranylhydroquinone 3-hydroxylase. [EC 1.14.13.116]
1.14.13.117;isoleucine N-monooxygenase, Now EC 1.14.14.39, isoleucine N-monooxygenase [EC 1.14.13.117]
1.14.13.118;valine N-monooxygenase. Now EC 1.14.14.38, valine N-monooxygenase [EC 1.14.13.118]
1.14.13.119;5-epiaristolochene 1,3-dihydroxylase. Now EC 1.14.14.149, 5-epiaristolochene 1,3-dihydroxylase [EC 1.14.13.119]
1.14.13.120;costunolide synthase. Now EC 1.14.14.150, costunolide synthase [EC 1.14.13.120]
1.14.13.121;premnaspirodiene oxygenase. Now EC 1.14.14.151, premnaspirodiene oxygenase [EC 1.14.13.121]
1.14.13.122;chlorophyllide-a oxygenase [EC 1.14.13.122]
1.14.13.123;germacrene A hydroxylase. Now EC 1.14.14.95, germacrene A hydroxylase [EC 1.14.13.123]
1.14.13.124;phenylalanine N-monooxygenase, now classified as EC 1.14.14.40, phenylalanine N-monooxygenase [EC 1.14.13.124]
1.14.13.125;tryptophan N-monooxygenase. Now EC 1.14.14.156, tryptophan N-monooxygenase [EC 1.14.13.125]
1.14.13.126;vitamin D3 24-hydroxylase. Now EC 1.14.15.16, vitamin D3 24-hydroxylase [EC 1.14.13.126]
1.14.13.127;3-(3-hydroxyphenyl)propanoate hydroxylase [EC 1.14.13.127]
1.14.13.128;7-methylxanthine demethylase [EC 1.14.13.128]
1.14.13.129;β-carotene 3-hydroxylase. Now EC 1.14.15.24, β-carotene 3-hydroxylase. [EC 1.14.13.129]
1.14.13.130;pyrrole-2-carboxylate monooxygenase [EC 1.14.13.130]
1.14.13.131;dissimilatory dimethyl sulfide monooxygenase [EC 1.14.13.131]
1.14.13.132;squalene monooxygenase. Now EC 1.14.14.17, squalene monooxygenase [EC 1.14.13.132]
1.14.13.133;pentalenene oxygenase. Now EC 1.14.15.32, pentalenene oxygenase [EC 1.14.13.133]
1.14.13.134;β-amyrin 11-oxidase. Now EC 1.14.14.152, β-amyrin 11-oxidase [EC 1.14.13.134]
1.14.13.135;1-hydroxy-2-naphthoate hydroxylase [EC 1.14.13.135]
1.14.13.136;2-hydroxyisoflavanone synthase. Now EC 1.14.14.87, 2-hydroxyisoflavanone synthase [EC 1.14.13.136]
1.14.13.137;indole-2-monooxygenase. Now EC 1.14.14.153, indole-2-monooxygenase [EC 1.14.13.137]
1.14.13.138;indolin-2-one monooxygenase. Now EC 1.14.14.157, indolin-2-one monooxygenase [EC 1.14.13.138]
1.14.13.139;3-hydroxyindolin-2-one monooxygenase. Now EC 1.14.14.109, 3-hydroxyindolin-2-one monooxygenase [EC 1.14.13.139]
1.14.13.140;2-hydroxy-1,4-benzoxazin-3-one monooxygenase. Now EC 1.14.14.110, 2-hydroxy-1,4-benzoxazin-3-one monooxygenase. [EC 1.14.13.140]
1.14.13.141;cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming]. Now EC 1.14.15.29, cholest-4-en-3-one 26-monooxygenase [(25S)-3-oxocholest-4-en-26-oate forming].. [EC 1.14.13.141]
1.14.13.142;3-ketosteroid 9α-monooxygenase. Now EC 1.14.15.30, 3-ketosteroid 9α-monooxygenase [EC 1.14.13.142]
1.14.13.143;ent-isokaurene C2-hydroxylase. Now EC 1.14.14.76 ent-isokaurene C2/C3-hydroxylase [EC 1.14.13.143]
1.14.13.144;9β-pimara-7,15-diene oxidase. Now EC 1.14.14.111, 9β-pimara-7,15-diene oxidase. [EC 1.14.13.144]
1.14.13.145;ent-cassa-12,15-diene 11-hydroxylase. Now EC 1.14.14.112, ent-cassa-12,15-diene 11-hydroxylase. [EC 1.14.13.145]
1.14.13.146;taxoid 14β-hydroxylase [EC 1.14.13.146]
1.14.13.147;taxoid 7β-hydroxylase. Now EC 1.14.14.182, taxoid 7β-hydroxylase [EC 1.14.13.147]
1.14.13.148;trimethylamine monooxygenase [EC 1.14.13.148]
1.14.13.149;phenylacetyl-CoA 1,2-epoxidase [EC 1.14.13.149]
1.14.13.150;α-humulene 10-hydroxylase. Now EC 1.14.14.113, α-humulene 10-hydroxylase. [EC 1.14.13.150]
1.14.13.151;linalool 8-monooxygenase. Now EC 1.14.14.84, linalool 8-monooxygenase [EC 1.14.13.151]
1.14.13.152;geraniol 8-hydroxylase. Now EC 1.14.14.83, geraniol 8-hydroxylase [EC 1.14.13.152]
1.14.13.153;(+)-sabinene 3-hydroxylase [EC 1.14.13.153]
1.14.13.154;erythromycin 12-hydroxylase [EC 1.14.13.154]
1.14.13.155;α-pinene monooxygenase [EC 1.14.13.155]
1.14.13.156;1,8-cineole 2-endo-monooxygenase. Now EC 1.14.14.133, 1,8-cineole 2-endo-monooxygenase [EC 1.14.13.156]
1.14.13.157;1,8-cineole 2-exo-monooxygenase. Now EC 1.14.14.56, 1,8-cineole 2-exo-monooxygenase [EC 1.14.13.157]
1.14.13.158;amorpha-4,11-diene 12-monooxygenase. Now EC 1.14.14.114, amorpha-4,11-diene 12-monooxygenase. [EC 1.14.13.158]
1.14.13.159;vitamin D 25-hydroxylase. Now EC 1.14.14.24, vitamin D 25-hydroxylase [EC 1.14.13.159]
1.14.13.160;(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase [EC 1.14.13.160]
1.14.13.161;(+)-camphor 6-exo-hydroxylase [EC 1.14.13.161]
1.14.13.162;2,5-diketocamphane 1,2-monooxygenase. Now EC 1.14.14.108, 2,5-diketocamphane 1,2-monooxygenase [EC 1.14.13.162]
1.14.13.163;6-hydroxy-3-succinoylpyridine 3-monooxygenase [EC 1.14.13.163]
1.14.13.164;carotenoid isomerooxygenase. The enzyme was discovered at the public-review stage to have been misclassified and so was withdrawn. See EC 1.13.11.65, carotenoid isomerooxygenase [EC 1.14.13.164]
1.14.13.165;nitric-oxide synthase [NAD(P)H]. Now classified as EC 1.14.14.47, nitric-oxide synthase (flavodoxin) [EC 1.14.13.165]
1.14.13.166;4-nitrocatechol 4-monooxygenase [EC 1.14.13.166]
1.14.13.167;4-nitrophenol 4-monooxygenase [EC 1.14.13.167]
1.14.13.168;indole-3-pyruvate monooxygenase [EC 1.14.13.168]
1.14.13.169;sphinganine C4-monooxygenase. Now EC 1.14.18.5, sphingolipid C4-monooxygenase [EC 1.14.13.169]
1.14.13.170;pentalenolactone D synthase [EC 1.14.13.170]
1.14.13.171;neopentalenolactone D synthase [EC 1.14.13.171]
1.14.13.172;salicylate 5-hydroxylase [EC 1.14.13.172]
1.14.13.173;11-oxo-β-amyrin 30-oxidase. Now EC 1.14.14.115, 11-oxo-β-amyrin 30-oxidase. [EC 1.14.13.173]
1.14.13.174;averantin hydroxylase. Now EC 1.14.14.116, averantin hydroxylase [EC 1.14.13.174]
1.14.13.175;aflatoxin B synthase. Now EC 1.14.14.117, aflatoxin B synthase [EC 1.14.13.175]
1.14.13.176;tryprostatin B 6-hydroxylase. Now EC 1.14.14.118, tryprostatin B 6-hydroxylase [EC 1.14.13.176]
1.14.13.177;fumitremorgin C monooxygenase. Now EC 1.14.14.119, fumitremorgin C monooxygenase [EC 1.14.13.177]
1.14.13.178;methylxanthine N1-demethylase [EC 1.14.13.178]
1.14.13.179;methylxanthine N3-demethylase [EC 1.14.13.179]
1.14.13.180;aklavinone 12-hydroxylase [EC 1.14.13.180]
1.14.13.181;13-deoxydaunorubicin hydroxylase [EC 1.14.13.181]
1.14.13.182;2-heptyl-3-hydroxy-4(1H)-quinolone synthase [EC 1.14.13.182]
1.14.13.183;dammarenediol 12-hydroxylase. Now EC 1.14.14.120, dammarenediol 12-hydroxylase [EC 1.14.13.183]
1.14.13.184;protopanaxadiol 6-hydroxylase. Now EC 1.14.14.121, protopanaxadiol 6-hydroxylase [EC 1.14.13.184]
1.14.13.185;pikromycin synthase. Now EC 1.14.15.33, pikromycin synthase [EC 1.14.13.185]
1.14.13.186;20-oxo-5-O-mycaminosyltylactone 23-monooxygenase. Now EC 1.14.15.34, 20-oxo-5-O-mycaminosyltylactone 23-monooxygenase [EC 1.14.13.186]
1.14.13.187;L-evernosamine nitrososynthase [EC 1.14.13.187]
1.14.13.188;6-deoxyerythronolide B hydroxylase. Now EC 1.14.15.35, 6-deoxyerythronolide B hydroxylase [EC 1.14.13.188]
1.14.13.189;5-methyl-1-naphthoate 3-hydroxylase [EC 1.14.13.189]
1.14.13.190;ferruginol synthase. Now EC 1.14.14.175, ferruginol synthase [EC 1.14.13.190]
1.14.13.191;ent-sandaracopimaradiene 3-hydroxylase. Now EC 1.14.14.70, ent-sandaracopimaradiene 3-hydroxylase [EC 1.14.13.191]
1.14.13.192;oryzalexin E synthase. Now EC 1.14.14.122, oryzalexin E synthase [EC 1.14.13.192]
1.14.13.193;oryzalexin D synthase. Now EC 1.14.14.123, oryzalexin D synthase [EC 1.14.13.193]
1.14.13.194;phylloquinone ω-hydroxylase. Now EC 1.14.14.78, phylloquinone ω-hydroxylase [EC 1.14.13.194]
1.14.13.195;L-ornithine N5-monooxygenase (NADPH) [EC 1.14.13.195]
1.14.13.196;L-ornithine N5-monooxygenase [NAD(P)H] [EC 1.14.13.196]
1.14.13.197;dihydromonacolin L hydroxylase. Now EC 1.14.14.124, dihydromonacolin L hydroxylase [EC 1.14.13.197]
1.14.13.198;monacolin L hydroxylase. Now EC 1.14.14.125, monacolin L hydroxylase [EC 1.14.13.198]
1.14.13.199;docosahexaenoic acid ω-hydroxylase. Now EC 1.14.14.79, docosahexaenoic acid ω-hydroxylase [EC 1.14.13.199]
1.14.13.200;tetracenomycin A2 monooxygenase-dioxygenase [EC 1.14.13.200]
1.14.13.201;β-amyrin 28-monooxygenase. Now EC 1.14.14.126, β-amyrin 28-monooxygenase [EC 1.14.13.201]
1.14.13.202;methyl farnesoate epoxidase. Now EC 1.14.14.127, methyl farnesoate epoxidase [EC 1.14.13.202]
1.14.13.203;farnesoate epoxidase. Now EC 1.14.14.128, farnesoate epoxidase [EC 1.14.13.203]
1.14.13.204;long-chain acyl-CoA ω-monooxygenase. Now EC 1.14.14.129, long-chain acyl-CoA ω-monooxygenase [EC 1.14.13.204]
1.14.13.205;long-chain fatty acid ω-monooxygenase. Now EC 1.14.14.80, long-chain fatty acid ω-monooxygenase [EC 1.14.13.205]
1.14.13.206;laurate 7-monooxygenase. Now EC 1.14.14.130, laurate 7-monooxygenase [EC 1.14.13.206]
1.14.13.207;ipsdienol synthase. Now EC 1.14.14.31, ipsdienol synthase [EC 1.14.13.207]
1.14.13.208;benzoyl-CoA 2,3-epoxidase [EC 1.14.13.208]
1.14.13.209;salicyloyl-CoA 5-hydroxylase [EC 1.14.13.209]
1.14.13.210;4-methyl-5-nitrocatechol 5-monooxygenase [EC 1.14.13.210]
1.14.13.211;rifampicin monooxygenase [EC 1.14.13.211]
1.14.13.212;1,3,7-trimethyluric acid 5-monooxygenase [EC 1.14.13.212]
1.14.13.213;bursehernin 5-monooxygenase. Now EC 1.14.14.131, bursehernin 5-monooxygenase [EC 1.14.13.213]
1.14.13.214;(–)-4′-demethyl-deoxypodophyllotoxin 4-hydroxylase. Now EC 1.14.14.132, (–)-4′-demethyl-deoxypodophyllotoxin 4-hydroxylase [EC 1.14.13.214]
1.14.13.215;protoasukamycin 4-monooxygenase [EC 1.14.13.215]
1.14.13.216;asperlicin C monooxygenase [EC 1.14.13.216]
1.14.13.217;protodeoxyviolaceinate monooxygenase [EC 1.14.13.217]
1.14.13.218;5-methylphenazine-1-carboxylate 1-monooxygenase [EC 1.14.13.218]
1.14.13.219;resorcinol 4-hydroxylase (NADPH) [EC 1.14.13.219]
1.14.13.220;resorcinol 4-hydroxylase (NADH) [EC 1.14.13.220]
1.14.13.221;cholest-4-en-3-one 26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming]. Now EC 1.14.15.28, cholest-4-en-3-one 26-monooxygenase [(25R)-3-oxocholest-4-en-26-oate forming] [EC 1.14.13.221]
1.14.13.222;aurachin C monooxygenase/isomerase [EC 1.14.13.222]
1.14.13.223;3-hydroxy-4-methylanthranilyl-[aryl-carrier protein] 5-monooxygenase [EC 1.14.13.223]
1.14.13.224;violacein synthase [EC 1.14.13.224]
1.14.13.225;F-actin monooxygenase [EC 1.14.13.225]
1.14.13.226;acetone monooxygenase (methyl acetate-forming) [EC 1.14.13.226]
1.14.13.227;propane 2-monooxygenase [EC 1.14.13.227]
1.14.13.228;jasmonic acid 12-hydroxylase [EC 1.14.13.228]
1.14.13.229;tert-butyl alcohol monooxygenase [EC 1.14.13.229]
1.14.13.230;butane monooxygenase (soluble) [EC 1.14.13.230]
1.14.13.231;tetracycline 11a-monooxygenase [EC 1.14.13.231]
1.14.13.232;6-methylpretetramide 4-monooxygenase [EC 1.14.13.232]
1.14.13.233;4-hydroxy-6-methylpretetramide 12a-monooxygenase [EC 1.14.13.233]
1.14.13.234;5a,11a-dehydrotetracycline 5-monooxygenase [EC 1.14.13.234]
1.14.13.235;indole-3-acetate monooxygenase [EC 1.14.13.235]
1.14.13.236;toluene 4-monooxygenase [EC 1.14.13.236]
1.14.13.237;aliphatic glucosinolate S-oxygenase [EC 1.14.13.237]
1.14.13.238;dimethylamine monooxygenase [EC 1.14.13.238]
1.14.13.239;carnitine monooxygenase [EC 1.14.13.239]
1.14.13.240;2-polyprenylphenol 6-hydroxylase [EC 1.14.13.240]
1.14.13.241;5-pyridoxate monooxygenase [EC 1.14.13.241]
1.14.13.242;3-hydroxy-2-methylpyridine-5-carboxylate monooxygenase [EC 1.14.13.242]
1.14.13.243;toluene 2-monooxygenase [EC 1.14.13.243]
1.14.13.244;phenol 2-monooxygenase (NADH) [EC 1.14.13.244]
1.14.13.245;assimilatory dimethylsulfide S-monooxygenase [EC 1.14.13.245]
1.14.13.246;4β-methylsterol monooxygenase [EC 1.14.13.246]
1.14.13.247;stachydrine N-demethylase [EC 1.14.13.247]
1.14.13.248;L-aspartate N-monooxygenase (nitrosuccinate-forming) [EC 1.14.13.248]
1.14.13.249;3-amino-4-hydroxybenzoate 2-monooxygenase [EC 1.14.13.249]
1.14.13.250;nitrosourea synthase [EC 1.14.13.250]
1.14.13.251;glycine betaine monooxygenase [EC 1.14.13.251]
1.14.14.1;unspecific monooxygenase [EC 1.14.14.1]
1.14.14.2; benzopyrene 3-monooxygenase. Now included with EC 1.14.14.1 unspecific monooxygenase [EC 1.14.14.2]
1.14.14.3;bacterial luciferase [EC 1.14.14.3]
1.14.14.4; choline monooxygenase. Identical to EC 1.14.15.7 [EC 1.14.14.4]
1.14.14.5;alkanesulfonate monooxygenase [EC 1.14.14.5]
1.14.14.6;methanesulfonate monooxygenase. Now EC 1.14.13.111, methanesulfonate monooxygenase. Formerly thought to involve FMNH2 but now shown to use NADH. [EC 1.14.14.6]
1.14.14.7;tryptophan 7-halogenase. As oxygen is completely reduced to H2O and is not incorporated into the donor chloride, the enzyme has been transferred to EC 1.14.19.9, tryptophan 7-halogenase [EC 1.14.14.7]
1.14.14.8;anthranilate 3-monooxygenase (FAD) [EC 1.14.14.8]
1.14.14.9;4-hydroxyphenylacetate 3-monooxygenase [EC 1.14.14.9]
1.14.14.10;nitrilotriacetate monooxygenase [EC 1.14.14.10]
1.14.14.11;styrene monooxygenase [EC 1.14.14.11]
